created_at,closed_at,summary,address
2017-01-12T16:52:29-05:00,,Sidewalk/Curb Repair,"5140 Venetian  Saint Petersburg, Florida"
2017-01-12T16:47:52-05:00,,Abandoned vehicle,"4736 Roosevelt Ave Sacramento, CA 95820, USA"
2017-01-12T16:47:02-05:00,,Sidewalk Repair,"11700 Kaymak Lane Seminole, Florida"
2017-01-12T16:46:27-05:00,,Post to neighbors,"9116 Rolling Green Avenue Oklahoma City, Oklahoma"
2017-01-12T16:44:03-05:00,,Stupid Red Lights!,"Whitney Avenue & Whitney Ave Museum Hamden, Connecticut"
2017-01-12T16:42:09-05:00,,Illegal Dumping,"610-650 85th Ave Oakland, CA 94621, USA"
2017-01-12T16:21:02-05:00,,Large pothole,"1373-1399 128th Street Southwest Everett, Washington"
2017-01-12T16:16:12-05:00,,Meet. &. Greet. With.  Alex,711 Markert. Sf Ca 
2017-01-12T16:09:37-05:00,,Other,"53 Worcester Street Grafton, MA"
2017-01-12T16:02:27-05:00,,Abandoned vehicle,"4224 43rd St Sacramento, CA 95820, USA"
2017-01-12T15:54:12-05:00,,Street or Sidewalk Cleaning,"4525 Geary Blvd San Francisco, CA 94118, USA"
2017-01-12T15:54:06-05:00,,Post to Neighbors,6102 N Navarre Chicago 60631
2017-01-12T15:48:02-05:00,,Building Violation,"1528 S Avers Ave CHICAGO, IL 60623"
2017-01-12T15:44:12-05:00,,Pothole,"605 9th Street Oakland, ca"
2017-01-12T15:43:47-05:00,,Post to neighbors,"County Road 2122 West Aquilla, Texas"
2017-01-12T15:43:02-05:00,,Potholes ,"Lanval Ave Richmond , VA"
2017-01-12T15:39:30-05:00,,Other,"6597 Santaolina Drive  Memphis, Tennessee"
2017-01-12T15:39:08-05:00,,Abandoned Vehicle,4302a Mesa Grande Place Se Albuquerque New Mexico
2017-01-12T15:35:58-05:00,,Pothole in Street,"5500-5520 N Clark St Chicago, IL 60640, USA"
2017-01-12T15:29:15-05:00,,Potholes,"7800-7978 Oakport Street Oakland, California"
2017-01-12T15:26:57-05:00,,Streetlights,"25 Russell Rd Framingham, Massachusetts"
2017-01-12T15:25:49-05:00,,Abandoned Cars,"30th St And Broad St Richmond, Virginia"
2017-01-12T15:23:54-05:00,,Boat blocking driveway ,1919 Parkview Missouri Ciry Tx 77459 USA
2017-01-12T15:14:19-05:00,,Light Out,"1625 Hermosa Avenue Grand Junction, Colorado"
2017-01-12T15:14:12-05:00,,Blocked Catch Basin,"22347 Karl Detroit, Michigan"
2017-01-12T15:12:29-05:00,,Sanitation Department,"3734 8th Avenue South Saint Petersburg, Florida"
2017-01-12T15:11:57-05:00,,Nuisance On Property,"407 Fennell St Houston, TX 77012, USA"
2017-01-12T15:01:02-05:00,,Other: Drainage / Flooding,"201-253 Fallon St Oakland, CA 94607, USA"
2017-01-12T15:00:03-05:00,,Sewage ,"14030 Mc Nair  Houston, Texas"
2017-01-12T14:57:28-05:00,,water & sewer,"Jackson Road & Owassa Road  Edinburg, Texas"
2017-01-12T14:56:40-05:00,,Debris on Curb,"3100 Rd Independence, KS 67301, USA"
2017-01-12T14:56:15-05:00,,Sidewalk/Curb Repair,"5201-5227 16th Ave N St. Petersburg, FL 33710, USA"
2017-01-12T14:55:47-05:00,,Street Light Out for Some Time,"5 Plymouth Street / Chepiwanoxet Warwick, Rhode Island"
2017-01-12T14:54:45-05:00,,Parking Enforcement,2856 Magnolia Street Oakland California
2017-01-12T14:48:31-05:00,,Pothole,"3400 Magnolia Oakland, California"
2017-01-12T14:44:20-05:00,,Pothole,"2850  Magnolia Street Oakland, California"
2017-01-12T14:42:07-05:00,,Tree Trimming/Removal,"7241 10th Avenue North Saint Petersburg, Florida"
2017-01-12T14:40:40-05:00,,Graffiti at park courts ,"363 Summa St West Palm Beach, FL 33405, USA"
2017-01-12T14:40:17-05:00,,Tree Trimming/Removal,"7325 10th Avenue North Saint Petersburg, Florida"
2017-01-12T14:38:43-05:00,,Street Light Maintenance,"2362 Mounstainside Drive Burlington, Ontario"
2017-01-12T14:38:42-05:00,,Tree Trimming/Removal,"7340 10th Avenue North Saint Petersburg, Florida"
2017-01-12T14:38:13-05:00,,Graffiti,"956 Baum Ave Saint Petersburg, Florida"
2017-01-12T14:37:41-05:00,,Street/Traffic Issue (Other than Pothole),"28th Magnolia Street Oakland, California"
2017-01-12T14:36:55-05:00,,Graffiti,"6501 Shattuck Ave Oakland, California"
2017-01-12T14:35:39-05:00,,Missed compost pick up,"1010 Stuart Road Princeton, NJ"
2017-01-12T14:31:30-05:00,,Sidewalk Tripping Hazard ,"116 Lincoln Street Fitchburg, Massachusetts"
2017-01-12T14:28:34-05:00,,Grafitti,"6000 S Broadway Littleton, Colorado"
2017-01-12T14:20:45-05:00,,Potholes,"1515 Milton St  Richmond, Virginia"
2017-01-12T14:20:13-05:00,,street light out,"801 County Road 500 East Valparaiso, Indiana"
2017-01-12T14:05:58-05:00,,Potholes,"Stoney Run Pkwy Richmond, Virginia"
2017-01-12T14:02:48-05:00,,Water Runoff / Draining / Flooding,634 Maryland Ave Sw
2017-01-12T14:00:30-05:00,,Sanitation Department,"750 Burlington Ave N Saint Petersburg, Florida"
2017-01-12T13:59:29-05:00,,Alley Repair,"3246 Livingston St Nw Washington, DC 20015, USA"
2017-01-12T13:56:23-05:00,,Road Repair (other than Pothole),"Susan Drive Westfield, MA"
2017-01-12T13:54:55-05:00,,Sanitation Department,"1590 31st Street South Saint Petersburg, Florida"
2017-01-12T13:52:39-05:00,,Traffic Signs and Signals,"5615 Ake Ave Edinburg, TX 78539, USA"
2017-01-12T13:45:58-05:00,,Streets: Resurfacing Request,"Casper Court Jersey City, NJ"
2017-01-12T13:43:13-05:00,,Road Inspection,"45 Davis Rd Chelmsford, Massachusetts"
2017-01-12T13:43:02-05:00,,Blocked Catch Basin,8911 West Parkway
2017-01-12T13:40:44-05:00,,Abandoned / Inoperative Vehicle (on private property),"2019 16th Street South Saint Petersburg, Florida"
2017-01-12T13:38:43-05:00,,Building Violation,"3432 W 62nd St CHICAGO, IL 60629"
2017-01-12T13:34:59-05:00,,Blocked Catch Basin,"Griggs   And Margarita Detroit, Michigan"
2017-01-12T13:34:24-05:00,,Traffic and Parking signage/signal issue,"416 Saint Pauls Avenue Jersey City, NJ"
2017-01-12T13:31:51-05:00,,Building Violation,4532 N Seeley Ave Lincoln Square
2017-01-12T13:26:40-05:00,,Other,"1035 Highstone Dr Greensboro, NC 27406, USA"
2017-01-12T13:25:32-05:00,,Parking Enforcement,"400 Thomas L Berkley Way Oakland, CA 94612, USA"
2017-01-12T13:25:00-05:00,,Meet.  &.  Greet. With. Crystal,816. Missison. St. Sf Ca 
2017-01-12T13:24:49-05:00,,Sanitation Department,"1934 30th Avenue North Saint Petersburg, Florida"
2017-01-12T13:24:27-05:00,,"Sergeant Bluff, IA","Warrior Rd Sergeant Bluff, IA 51054, USA"
2017-01-12T13:20:59-05:00,,Large Television on Parkway for over 2 weeks,"1149 Jadestone Lane Corona, California"
2017-01-12T13:18:04-05:00,,Pothole,"1964-2016 Telegraph Ave Oakland, CA 94612, USA"
2017-01-12T13:17:59-05:00,,Other,"5705 39th Street Sacramento, California"
2017-01-12T13:16:51-05:00,,Nuisance On Property,"606 Link Rd Houston, TX 77009, USA"
2017-01-12T13:14:07-05:00,,Potholes,"100 S 700 E SALT LAKE, Utah"
2017-01-12T13:13:18-05:00,,Park Maintenance,"2666 Mountain Blvd Oakland, CA 94611, USA"
2017-01-12T13:10:26-05:00,,Nuisance On Property,"701-799 Tarver St Houston, TX 77009, USA"
2017-01-12T13:08:52-05:00,,Sidewalk,"2410 E 27th St Oakland, CA 94601, USA"
2017-01-12T13:07:33-05:00,,Traffic light has green arrows every cycle even when no one is in the turn lanes,"9501-9549 W Main St Lehi, UT 84043, USA"
2017-01-12T12:59:30-05:00,,Flooding,"3303-3527 East Northfield Church Road Ann Arbor, MI"
2017-01-12T12:56:36-05:00,,One. 909. To. Ross. ,275. 5st. Sf Ca 
2017-01-12T12:52:16-05:00,,Health Complaints,"425 Grand Ave New Haven, CT 06513, USA"
2017-01-12T12:44:27-05:00,,Two. 909. To.  The. F. Line. ,85. 5 St. Sf Ca
2017-01-12T12:42:49-05:00,,potholes,Mt. Elliot @ E.  8 Mile Detroit Michigan
2017-01-12T12:41:14-05:00,,Blocked Catch Basin,"7401-7499 Chippewa Ave Detroit, MI 48221, USA"
2017-01-12T12:37:40-05:00,,Post to Neighbors,"902 South Plumer Avenue Tucson, Arizona"
2017-01-12T12:36:39-05:00,,(EONP)Howard Ave. ,"Howard Ave New Haven, CT, USA"
2017-01-12T12:30:29-05:00,,Huge Pothole,"Interstate 71 Cincinnati, Ohio"
2017-01-12T12:25:14-05:00,,Blocked Catch Basin,"9037-9067 Vernor Highway Detroit, Michigan"
2017-01-12T12:15:54-05:00,,Blocked Catch Basin,"18961 Patton Detroit, Michigan"
2017-01-12T12:13:29-05:00,,Sidewalk Defect,"Brattle Street Cambridge, MA"
2017-01-12T12:09:04-05:00,,(EONP)Crown St. ,"Crown St New Haven, CT, USA"
2017-01-12T12:07:17-05:00,,Dog Poop Bags Almost Gone,"Capisic Brook Trail Portland, Maine"
2017-01-12T12:05:27-05:00,,Parking Enforcement,"2608 Prentiss Place Oakland, California"
2017-01-12T12:05:11-05:00,,light out,"400 North Saratoga Springs, Utah"
2017-01-12T12:04:54-05:00,,Pothole in Street,"3563 N Broadway St Chicago, IL 60657, USA"
2017-01-12T12:03:59-05:00,,street,"400 North Saratoga Springs, Utah"
2017-01-12T12:03:23-05:00,,Pothole,"3471-3599 Malcolm Avenue Oakland, California"
2017-01-12T12:01:22-05:00,,Parking Enforcement,"1724 46th Ave Oakland, CA 94601, USA"
2017-01-12T11:59:23-05:00,,Signs / Bus Shelters / Pavement Markings,"1-199 York Square Place New Haven, Connecticut"
2017-01-12T11:58:24-05:00,,Post to neighbors,"Clarksville TX 75426, Clarksville, Texas"
2017-01-12T11:55:21-05:00,,City Property or City Parks,"1753-1985 Harbor Dr S Venice, FL 34285, USA"
2017-01-12T11:50:36-05:00,,Parking Enforcement,"2615-2619 Prentiss Place Oakland, California"
2017-01-12T11:48:30-05:00,,Deceased Animal ,"238 Munson Street New Haven, CT"
2017-01-12T11:44:14-05:00,2017-01-12T13:44:58-05:00,How's the traffic rules changed at the corner of Columbus in Brunswick?,"355 Fairmount Avenue Jersey City, New Jersey"
2017-01-12T11:41:17-05:00,,sanitation/health issue,"8 Chandler Street Salem, Massachusetts"
2017-01-12T11:41:04-05:00,,Tree Trimming/Removal,"3038 11th Avenue North Saint Petersburg, Florida"
2017-01-12T11:37:10-05:00,,Illegal Dumping,"6501 Shattuck Ave Oakland, CA 94609, USA"
2017-01-12T11:36:40-05:00,,Tree Trimming/Removal,"1230 29th Street North Saint Petersburg, Florida"
2017-01-12T11:36:26-05:00,,Walk signal doesn't come up ,"1251 Solano Ave Albany, CA 94706, USA"
2017-01-12T11:31:51-05:00,,Tree Trimming/Removal,"1131 31st Street North Saint Petersburg, Florida"
2017-01-12T11:29:53-05:00,,"Sidewalk & Curb Issues (installation, repair, etc)","10 Prince Way Sharon, Massachusetts"
2017-01-12T11:27:13-05:00,,Water/sewer Issues,3843rd St Jersey City Nj 07302
2017-01-12T11:22:37-05:00,,2 Vehicles parked on the street for over a week.  Abandoned?,"Conant Road Framingham, Massachusetts"
2017-01-12T11:22:32-05:00,,SIDEWALK DAMAGED Other Public Property Issues,"1938 Decathlon Dr  Virginia Beach, Virginia"
2017-01-12T11:18:54-05:00,,Large pothole,"Cherry Ave And Valley Blvd Fontana, California"
2017-01-12T11:17:11-05:00,,Content blocked by rejections,"231 South Wilmington Street Raleigh, North Carolina"
2017-01-12T11:17:02-05:00,,Drainage Issue,"2586-2638 M Drive South Athens, Michigan"
2017-01-12T11:16:24-05:00,,Potholes,"4196-5236 N-Drive South Athens, Michigan"
2017-01-12T11:16:01-05:00,,Potholes,"5278-5820 N-Drive South Athens, Michigan"
2017-01-12T11:15:40-05:00,,Potholes,"5822-5998 N-Drive South Athens, Michigan"
2017-01-12T11:15:04-05:00,,Potholes,"8146-8998 7 Mile Road Ceresco, Michigan"
2017-01-12T11:14:58-05:00,,Tree Trimming/Removal,"2825 24th Street North Saint Petersburg, Florida"
2017-01-12T11:14:27-05:00,,Potholes,"8001-8145 7 Mile Road Ceresco, Michigan"
2017-01-12T11:14:03-05:00,,Potholes,"8147-8999 7 Mile Road Ceresco, Michigan"
2017-01-12T11:13:26-05:00,,Potholes,"6650-6698 Boyd Road Ceresco, Michigan"
2017-01-12T11:13:10-05:00,,Potholes,"9001-9199 7 Mile Road Ceresco, Michigan"
2017-01-12T11:12:47-05:00,,Potholes,"8587-9001 6 Mile Road Battle Creek, Michigan"
2017-01-12T11:12:27-05:00,,Potholes,"9000-9298 6 Mile Road Battle Creek, Michigan"
2017-01-12T11:11:05-05:00,,Potholes,"4009-4023 Capital Avenue Southwest Battle Creek, Michigan"
2017-01-12T11:10:35-05:00,,Potholes,"4234-4268 Capital Avenue Southwest Battle Creek, Michigan"
2017-01-12T11:10:20-05:00,,Potholes,"4442-4644 Capital Avenue Southwest Battle Creek, Michigan"
2017-01-12T11:10:15-05:00,,Other ,"145-163 College Street Burlington, Vermont"
2017-01-12T11:08:40-05:00,,Potholes,"4001-4599 F Drive South East Leroy, Michigan"
2017-01-12T11:08:31-05:00,,Sanitation Department,"3969 12th Avenue South Saint Petersburg, Florida"
2017-01-12T11:07:55-05:00,,Potholes,"8146-8998 4 Mile Road East Leroy, Michigan"
2017-01-12T11:07:39-05:00,,Potholes,"9000-9370 Sonoma Road East Leroy, Michigan"
2017-01-12T11:07:26-05:00,,Pot hole,"200 Ri-2 Warwick, RI 02886, USA"
2017-01-12T11:06:37-05:00,,Potholes,"10001-10499 1 1/2 Mile Road East Leroy, Michigan"
2017-01-12T11:06:20-05:00,,Potholes,"1500-2140 D Drive South East Leroy, Michigan"
2017-01-12T11:06:03-05:00,,Potholes,"2207-3499 East Drive South East Leroy, Michigan"
2017-01-12T11:05:46-05:00,,Potholes,"2204-3498 East Drive South East Leroy, Michigan"
2017-01-12T11:04:54-05:00,,Other,"6844-7280 2 1/2 Mile Road East Leroy, Michigan"
2017-01-12T11:02:59-05:00,,Blocked Catch Basin,"7117-7141 Rowan Street Detroit, Michigan"
2017-01-12T11:02:55-05:00,,Potholes,"6001-7999 3 1/2 Mile Road East Leroy, Michigan"
2017-01-12T11:02:00-05:00,,Potholes,"5062-5600 K Drive South East Leroy, Michigan"
2017-01-12T11:00:58-05:00,,Potholes,"6001-6413 5 Mile Road East Leroy, Michigan"
2017-01-12T11:00:30-05:00,,Potholes,"6203 6 Mile Road East Leroy, Michigan"
2017-01-12T11:00:08-05:00,,Tree Trimming/Removal,"1000 14th Street North Saint Petersburg, Florida"
2017-01-12T10:59:29-05:00,,Potholes,"6000-6998 N-Drive South Athens, Michigan"
2017-01-12T10:58:39-05:00,,Tree Trimming/Removal,"3139 Yale Street North Saint Petersburg, Florida"
2017-01-12T10:58:37-05:00,,Potholes,"7001-7355 H-Drive South Ceresco, Michigan"
2017-01-12T10:56:58-05:00,,Potholes,"5703-5999 I-Drive South East Leroy, Michigan"
2017-01-12T10:56:23-05:00,,Potholes,"4501-4795 H-Drive South East Leroy, Michigan"
2017-01-12T10:55:06-05:00,,Potholes,"1-371 J Drive South East Leroy, Michigan"
2017-01-12T10:54:26-05:00,,Grading/Scraping Gravel Roads,"6278-6498 South 48th Street East Leroy, Michigan"
2017-01-12T10:53:38-05:00,,Potholes,"4500-5028 1 Mile Road East Leroy, Michigan"
2017-01-12T10:53:18-05:00,,Potholes,"5292-5498 1 Mile Road Fulton, Michigan"
2017-01-12T10:52:48-05:00,,Potholes,"718-1198 L-Drive South Fulton, Michigan"
2017-01-12T10:52:21-05:00,,Potholes,"401-717 L-Drive South Fulton, Michigan"
2017-01-12T10:51:26-05:00,,Potholes,"East Dickman Road Battle Creek, Michigan"
2017-01-12T10:50:52-05:00,,Potholes,"East Dickman Road Battle Creek, Michigan"
2017-01-12T10:49:50-05:00,,Potholes,"Michigan 66 Battle Creek, Michigan"
2017-01-12T10:47:30-05:00,,Potholes,"Wheatfield Road Battle Creek, Michigan"
2017-01-12T10:47:11-05:00,,Sanitation Department,"1125 22nd Street South - In The Alley  Saint Petersburg, Florida"
2017-01-12T10:46:46-05:00,,Potholes,"Interstate 69 Marshall, Michigan"
2017-01-12T10:38:14-05:00,,Abandoned Cars,"3012 Garland Ave Richmond, Virginia"
2017-01-12T10:36:43-05:00,,Facility Maintenance,"111 N. Front St Kyle, Texas"
2017-01-12T10:35:38-05:00,,Graffiti,"3449 Fruitvale Ave Oakland, California"
2017-01-12T10:34:09-05:00,,Trash on Caltrains station,"426-498 Tunnel Ave Brisbane, CA 94005, USA"
2017-01-12T10:29:28-05:00,,Two. 909.  To.  Buger king. ,74. New Montgomery Sf Ca
2017-01-12T10:27:05-05:00,,Blocked Catch Basin,"6801 E Forest Ave Detroit, MI 48207, USA"
2017-01-12T10:26:02-05:00,,Road needs to be repaved!,"Co Rd 1713 Jacksonville, TX 75766, USA"
2017-01-12T10:21:54-05:00,,Street Light Maintenance,"5399 Langford Road Burlington, Ontario"
2017-01-12T10:20:58-05:00,,"Illegal Dumping - debris, appliances, etc.",6492 Oakwood Dr 
2017-01-12T10:18:14-05:00,,Illegal Dumping,"670 7th Street Oakland, California"
2017-01-12T10:17:17-05:00,,Street Light Maintenance,"5399 Langford Road Burlington, Ontario"
2017-01-12T09:58:12-05:00,,pot holes,"Cr 2426 poetry, Texas"
2017-01-12T09:56:42-05:00,,Homeless Encampment,Jefferson Square Pla 
2017-01-12T09:46:37-05:00,,Streets/Sidewalks - Curb & Gutter Repair,3750 Glen Park Rd 
2017-01-12T09:44:37-05:00,,Sanitation Department,"159 Ne Monroe Circle North Saint Petersburg, Florida"
2017-01-12T09:40:32-05:00,,"Illegal Dumping - debris, appliances, etc.",5400 International Blvd 
2017-01-12T09:34:40-05:00,,Building Violation,"2643 W 19th St CHICAGO, IL 60608"
2017-01-12T09:31:03-05:00,,Pothole,"280 River Street Montpelier, Vermont"
2017-01-12T09:30:09-05:00,2017-01-16T12:07:45-05:00,Safety Issue,"1666 Twining Rd Willow Grove, PA 19090, USA"
2017-01-12T09:21:02-05:00,,Snow and Ice Streets,"1266 Scheffer Ave St Paul, MN 55116, USA"
2017-01-12T09:18:15-05:00,,Blocked Catch Basin,"19914 Forrer Detroit, Michigan"
2017-01-12T09:16:05-05:00,,Blocked Catch Basin,"217 Manchester And 3rd Detroit, Michigan"
2017-01-12T09:14:18-05:00,,Abandoned Vehicle - Public Property,"826 Colorado Ave Chula Vista, California"
2017-01-12T09:14:12-05:00,,Tree Trimming/Removal,"225 83rd Ave Ne Saint Petersburg, Florida"
2017-01-12T09:13:52-05:00,,Street Light Maintenance,"511 Cumberland Avenue Burlington, Ontario"
2017-01-12T09:10:17-05:00,,West bound lanes need to be re-striped.  Someone is going to get hurt.  Lane are very difficult to identify and stay in.,"Bangerter Highway 600 West interchange West bound, Draper, Utah, Utah"
2017-01-12T09:07:24-05:00,,Other: Trees,"5800-6298 Escher Dr Oakland, CA 94611, USA"
2017-01-12T08:53:46-05:00,,Potholes ,"751 N J St San Bernardino, CA 92411, USA"
2017-01-12T08:53:04-05:00,,Need flashing crosswalk sign at this crosswalk,"Adams'S Farm Parkway And Old Fox Trail Intersection  Greensboro, North Carolina"
2017-01-12T08:46:30-05:00,, Seguridad Vial : @AnimalSueltoEn,"José E. Uriburu 4650 B1612DZL Ingeniero Adolfo Sourdeaux, Buenos Aires, Argentina"
2017-01-12T08:45:05-05:00,,Streets - Potholes/Depression,7283 Wild Currant Way OAKLAND 94611
2017-01-12T08:44:25-05:00,, Seguridad Vial : @AnimalSueltoEn,"Placido Marin 2201-2299 B1609GFE Boulogne, Buenos Aires, Argentina"
2017-01-12T08:44:11-05:00,,Traffic Signals,"304 Essex St Salem, MA 01970, USA"
2017-01-12T08:29:44-05:00,,Street Light Maintenance,"1171 Pioneer Burlington, Ontario"
2017-01-12T08:27:21-05:00,,Parking Lot Lights,182 Capital Avenue Northeast Battle Creek Michigan
2017-01-12T08:25:27-05:00,,Sanitation Department,"Tyrone Blvd And 9th Avenue North Saint Petersburg, Florida"
2017-01-12T08:23:47-05:00,,Water Main Break,"8950 Greenfield Detroit, Michigan"
2017-01-12T08:17:21-05:00,,Streets - Potholes/Depression,Coliseum Way & 66th Ave 94621
2017-01-12T08:05:42-05:00,,Potholes 16-1676 Alhambra Lane - Danger to Students!!,"1676 Alhambra Lane Oakland, California"
2017-01-12T08:03:32-05:00,,Discolored water,"119 Longman Lane, Ann Arbor, Michigan"
2017-01-12T08:00:18-05:00,,Bsrking dogs at it again,"6619 Santaolina Drive.  Memphis, Tennessee"
2017-01-12T07:39:38-05:00,,Marina / Port / Pier Issues,"301 1st Ave Se St. Petersburg, FL 33701, USA"
2017-01-12T07:19:42-05:00,,Streets - Berm Repair or Install,309 Taurus Av 
2017-01-12T07:09:54-05:00,,Street Light,"Brighton Court Cartersville, Georgia"
2017-01-12T07:02:16-05:00,,Missed compost pick up,"27 Westcott Rd Princeton, NJ 08540, USA"
2017-01-12T06:56:16-05:00,,Trailer left in street. ,"Snow Pine Ln Houston, TX 77089, USA"
2017-01-12T06:49:58-05:00,,Light at intersection not cycling green for northbound traffic,"Holland Road At Dam Neck Virginia Beach, Virginia"
2017-01-12T06:34:39-05:00,,Street Light Outage,"5245-5255 Mt Vernon Pkwy Nw Sandy Springs, GA 30327, USA"
2017-01-12T05:51:07-05:00,,Publier vers les voisins,Cotonou
2017-01-12T05:18:51-05:00,,asdas,Shastri Nagar New Delhi Delhi
2017-01-12T04:39:51-05:00,,Super large Pothole.,"7320-7330 Company Mill Road Climax, North Carolina"
2017-01-12T04:31:56-05:00,,Post to neighbors,"Dera Ismail Khan Dera Ismail Khan, Khyber Pakhtunkhwa"
2017-01-12T04:29:05-05:00,,Other: Trees,"157 Louvaine Ave Oakland, CA 94603, USA"
2017-01-12T04:10:30-05:00,,Terre plein dangeureux,"4b Rue Du Rheu Vezin-le-Coquet, Bretagne"
2017-01-12T03:20:14-05:00,,Property Board Up,"1123 4th St Ne Canton, Ohio"
2017-01-12T03:05:27-05:00,,Homeless sleeping,"1-17 4th St San Francisco, CA 94103, USA"
